OTUID	JF1	JF10	JF101	JF102	JF103	JF104	JF105	JF106	JF107	JF108	JF109	JF11	JF110	JF111	JF112	JF113	JF114	JF115	JF116	JF117	JF118	JF119	JF12	JF120	JF121	JF122	JF123	JF124	JF125	JF126	JF127	JF128	JF129	JF13	JF130	JF131	JF132	JF14	JF15	JF16	JF17	JF18	JF19	JF2	JF20	JF21	JF22	JF23	JF24	JF25	JF26	JF27	JF28	JF29	JF3	JF30	JF301	JF302	JF303	JF304	JF305	JF306	JF307	JF308	JF309	JF31	JF310	JF311	JF312	JF313	JF314	JF315	JF316	JF317	JF318	JF319	JF32	JF320	JF321	JF322	JF4	JF401	JF402	JF403	JF404	JF405	JF406	JF407	JF408	JF409	JF410	JF411	JF412	JF413	JF414	JF415	JF416	JF417	JF418	JF5	JF7	JF8	JF9
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;D_5__Enterorhabdus;D_6__uncultured bacterium	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;D_5__Enterorhabdus;__	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	8.0	9.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;D_5__uncultured;D_6__uncultured Coriobacteriales bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;__;__	60.0	0.0	156.0	25.0	38.0	29.0	44.0	16.0	38.0	29.0	65.0	30.0	11.0	39.0	77.0	50.0	19.0	23.0	22.0	38.0	34.0	32.0	26.0	61.0	54.0	27.0	6.0	46.0	38.0	27.0	51.0	12.0	35.0	19.0	58.0	56.0	39.0	30.0	18.0	64.0	17.0	171.0	9.0	45.0	32.0	37.0	41.0	17.0	8.0	10.0	17.0	34.0	24.0	24.0	14.0	25.0	65.0	28.0	23.0	0.0	58.0	23.0	32.0	16.0	65.0	26.0	15.0	59.0	4.0	13.0	36.0	71.0	15.0	30.0	8.0	75.0	45.0	34.0	40.0	6.0	79.0	14.0	50.0	57.0	43.0	38.0	94.0	28.0	9.0	56.0	17.0	48.0	31.0	51.0	22.0	71.0	11.0	41.0	0.0	85.0	68.0	8.0	10.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium	43.0	125.0	28.0	72.0	20.0	25.0	10.0	23.0	5.0	17.0	31.0	16.0	100.0	14.0	4.0	24.0	103.0	27.0	0.0	27.0	165.0	7.0	124.0	7.0	37.0	19.0	4.0	5.0	5.0	11.0	21.0	30.0	111.0	5.0	51.0	73.0	34.0	95.0	33.0	93.0	6.0	147.0	0.0	19.0	11.0	59.0	11.0	35.0	122.0	0.0	13.0	32.0	190.0	18.0	4.0	14.0	32.0	0.0	30.0	0.0	5.0	0.0	9.0	0.0	88.0	57.0	0.0	37.0	0.0	5.0	0.0	6.0	0.0	16.0	0.0	27.0	89.0	0.0	22.0	0.0	15.0	17.0	18.0	11.0	49.0	6.0	35.0	17.0	251.0	39.0	30.0	99.0	87.0	22.0	19.0	6.0	0.0	0.0	70.0	47.0	19.0	31.0	24.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;__;__;__	8.0	17.0	17.0	4.0	3.0	5.0	13.0	7.0	0.0	6.0	7.0	6.0	0.0	0.0	5.0	11.0	9.0	7.0	10.0	8.0	9.0	0.0	7.0	6.0	0.0	4.0	6.0	6.0	0.0	0.0	4.0	17.0	7.0	0.0	8.0	13.0	0.0	18.0	4.0	34.0	0.0	16.0	5.0	4.0	10.0	15.0	8.0	3.0	0.0	6.0	0.0	6.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	9.0	0.0	15.0	6.0	0.0	7.0	6.0	13.0	8.0	0.0	0.0	20.0	11.0	0.0	0.0	0.0	4.0	0.0	14.0	8.0	5.0	15.0	0.0	25.0	12.0	0.0	9.0	9.0	9.0	8.0	11.0	0.0	4.0	6.0	8.0	0.0	14.0	0.0	14.0	0.0	19.0	15.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;D_6__Bacteroides coprocola DSM 17136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;__	3480.0	45.0	1191.0	500.0	2262.0	4482.0	1751.0	999.0	2125.0	2705.0	1629.0	3969.0	140.0	324.0	1184.0	1087.0	598.0	1026.0	973.0	2841.0	266.0	749.0	2217.0	1315.0	421.0	2150.0	390.0	1913.0	7464.0	2671.0	2663.0	300.0	458.0	2423.0	516.0	997.0	6103.0	994.0	788.0	1408.0	1131.0	4023.0	2489.0	1739.0	732.0	2664.0	1510.0	942.0	73.0	3231.0	1125.0	1287.0	923.0	1444.0	2257.0	753.0	1049.0	926.0	315.0	1372.0	1533.0	5374.0	998.0	2578.0	567.0	4543.0	841.0	1101.0	694.0	1172.0	2644.0	1289.0	589.0	1023.0	2513.0	1047.0	693.0	365.0	1155.0	1557.0	1831.0	944.0	542.0	2819.0	1980.0	1324.0	1903.0	3352.0	184.0	3573.0	237.0	628.0	137.0	2329.0	443.0	4871.0	1563.0	1837.0	334.0	1382.0	1353.0	1473.0	2121.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Barnesiellaceae;D_5__Barnesiella;__	0.0	0.0	131.0	26.0	36.0	116.0	21.0	0.0	11.0	51.0	50.0	60.0	10.0	17.0	17.0	31.0	37.0	45.0	0.0	0.0	0.0	21.0	0.0	20.0	0.0	0.0	12.0	0.0	29.0	46.0	26.0	41.0	0.0	0.0	14.0	15.0	35.0	7.0	7.0	4.0	0.0	71.0	41.0	4.0	8.0	14.0	0.0	0.0	0.0	46.0	6.0	0.0	0.0	21.0	8.0	5.0	17.0	0.0	0.0	12.0	9.0	17.0	0.0	0.0	40.0	0.0	0.0	205.0	0.0	96.0	5.0	0.0	10.0	7.0	20.0	0.0	0.0	0.0	0.0	9.0	32.0	0.0	12.0	4.0	0.0	10.0	7.0	9.0	0.0	27.0	0.0	8.0	0.0	0.0	0.0	8.0	5.0	0.0	4.0	0.0	9.0	45.0	4.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Butyricimonas;__	5.0	0.0	30.0	0.0	8.0	13.0	0.0	7.0	23.0	0.0	16.0	54.0	0.0	10.0	8.0	35.0	0.0	21.0	0.0	15.0	0.0	7.0	17.0	17.0	3.0	16.0	0.0	0.0	27.0	30.0	29.0	10.0	0.0	33.0	10.0	19.0	54.0	0.0	6.0	23.0	11.0	43.0	56.0	26.0	12.0	88.0	23.0	11.0	0.0	30.0	11.0	10.0	0.0	22.0	11.0	9.0	39.0	5.0	0.0	39.0	14.0	28.0	0.0	42.0	13.0	27.0	9.0	66.0	8.0	16.0	49.0	15.0	7.0	6.0	36.0	40.0	7.0	6.0	0.0	64.0	38.0	8.0	10.0	0.0	16.0	16.0	7.0	26.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	11.0	0.0	15.0	17.0	83.0	83.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter;D_6__gut metagenome	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter;D_6__uncultured bacterium	0.0	0.0	6.0	4.0	0.0	8.0	0.0	0.0	2.0	0.0	112.0	0.0	4.0	5.0	11.0	12.0	11.0	7.0	12.0	6.0	2.0	4.0	0.0	8.0	0.0	0.0	0.0	90.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter;__	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__Muribaculum;D_6__uncultured bacterium	76.0	25.0	165.0	25.0	22.0	64.0	82.0	40.0	35.0	64.0	111.0	7.0	11.0	38.0	34.0	102.0	34.0	58.0	26.0	135.0	41.0	34.0	60.0	65.0	28.0	137.0	52.0	43.0	19.0	36.0	62.0	16.0	37.0	20.0	41.0	134.0	8.0	20.0	29.0	164.0	27.0	36.0	49.0	48.0	22.0	102.0	36.0	46.0	6.0	34.0	47.0	28.0	27.0	44.0	40.0	34.0	155.0	23.0	41.0	105.0	144.0	62.0	44.0	105.0	38.0	56.0	9.0	149.0	148.0	73.0	13.0	95.0	220.0	92.0	197.0	39.0	49.0	15.0	52.0	171.0	57.0	19.0	96.0	55.0	58.0	18.0	27.0	184.0	46.0	171.0	0.0	45.0	0.0	131.0	16.0	46.0	13.0	72.0	0.0	97.0	57.0	43.0	105.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__gut metagenome;D_6__gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	126.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	76.0	84.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__mouse gut metagenome;D_6__mouse gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	6.0	19.0	0.0	0.0	0.0	62.0	14.0	8.0	0.0	43.0	5.0	0.0	0.0	12.0	52.0	0.0	8.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	75.0	0.0
