"","JF1","JF10","JF101","JF102","JF103","JF104","JF105","JF106","JF107","JF108","JF109","JF11","JF110","JF111","JF112","JF113","JF114","JF115","JF116","JF117","JF118","JF119","JF12","JF120","JF121","JF122","JF123","JF124","JF125","JF126","JF127","JF128","JF129","JF13","JF130","JF131","JF132","JF14","JF15","JF16","JF17","JF18","JF19","JF2","JF20","JF21","JF22","JF23","JF24","JF25","JF26","JF27","JF28","JF29","JF3","JF30","JF301","JF302","JF303","JF304","JF305","JF306","JF307","JF308","JF309","JF31","JF310","JF311","JF312","JF313","JF314","JF315","JF316","JF317","JF318","JF319","JF32","JF320","JF321","JF322","JF4","JF401","JF402","JF403","JF404","JF405","JF406","JF407","JF408","JF409","JF410","JF411","JF412","JF413","JF414","JF415","JF416","JF417","JF418","JF5","JF7","JF8","JF9"
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Roseburia",66.7719355321564,87.2487435846442,0,0,463.305170825319,13.8261390342377,94.7730484597966,33.8808787375226,34.8896684196918,61.2496445267754,23.4393094910831,117.755542638368,29.634751592237,27.6647942239406,177.343354956226,47.7582636177444,36.3863641899957,15.5265224285286,55.8808942860828,0,45.7626326034281,60.3388705714729,103.348277268418,25.0934690281764,54.1231135598236,0,0,130.83380412044,113.06099496794,28.4900658413988,153.460186184027,95.5740219523188,22.539786916351,27.9787858441419,0,38.382712403459,68.4219632443631,41.7098105798241,17.9888206670132,136.205844412167,14.4099241898443,309.729779991674,59.5269202986551,78.7274202007507,150.613343923405,164.628280009298,79.3604906321795,52.7477737507743,0,42.9502933627904,139.969513949358,57.7335752189193,25.703167028755,188.394694515017,31.9661739773487,220.210639087356,47.6232357341068,28.8232693031775,61.6455656352162,0,287.362082362988,37.960447537276,77.7555769267354,0,27.2776533320708,22.2753697502425,23.2865778160923,22.3513987003074,21.7979396420976,240.770755593483,104.34980352834,361.156513826801,48.5930474367012,54.7249913880228,50.6651170341759,30.3019519630382,7.13895191300504,0,251.728448536051,0,8.26864233646925,67.9847822995433,137.27761363242,31.7989192186406,75.8328932236267,240.287044299763,120.322199201083,147.266986352093,6.47447628497919,38.8502752929786,0,62.0698695152683,0,45.9335351023727,123.814468398476,0,102.174758438136,20.4351951279853,0,218.230782116631,41.6304100206073,26.8752509951884,45.5807300898541
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptococcaceae;D_5__uncultured",11.2731839210134,7.122346415073,1.71302426582381,212.825089586958,272.532453426658,50.1197539991118,0,8.74345257742519,57.318740975208,121.714037200644,36.8332006288449,84.7839906996251,153.327627803313,36.8863922985875,111.083200357196,28.4873853158476,79.2702934139192,11.6448918213964,190.209967089166,32.0271612854541,0,99.629297920339,91.141787827266,6.75593396912442,0,31.7672880355391,4.36984788594802,2.12737892878763,135.121676912904,295.584433104513,46.2637325995962,0,0,0,0,0,47.8953742710542,5.63646088916542,17.9888206670132,73.1619964271067,57.6396967593771,377.758284641008,89.2903804479827,162.324577733506,154.768194790258,44.5168308188409,148.203325879371,19.4333903292326,124.939698290543,237.760552544018,92.8218881979953,10.1286974068279,4.47011600500086,297.519490245027,68.4989442371757,277.656892762318,6.41082019497591,51.16130301314,0,11.1116880937778,30.4371052970143,28.8499401283298,120.849029199384,0,5.68284444418142,66.8261092507275,163.757224642198,0,0,64.4442171105232,48.4857672959962,63.4005165338586,15.6191938189397,12.1611091973384,28.5803224295351,29.5249788357808,146.858439353246,5.43426399476139,316.080081996395,3.09484551643674,289.402481776424,44.5417539203904,81.4088173866678,34.9012528009469,31.5970388431778,66.8062634376024,36.2260384691433,160.043574209124,0,112.665798349638,4.56855439420747,3.76181027365262,0,27.9203840818344,59.2914355711012,91.6914538075913,11.8463488044215,45.1277225743008,82.2067866517577,81.9646130015517,63.2165485498111,45.2635806234753,106.355036876326
"D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Dubosiella",0,0,0,750.692134179452,0,0,0,0,0,0,0,105.979988374531,0,0,0,0,0,7.76326121426428,0,0,0,0,4.06882981371723,0,0,0,1058.9598043614,0,0,0,0,0,0,91.6305236395648,0,0,59.0139432982632,0,0,16.34470132946,757.550300266099,0,178.580760895965,0,0,99.1129440872306,0,169.34811572617,0,0,0,823.463099175112,0,0,0,10.9421435571357,0,0,0,0,0,0,0,0,0,0,0,0,11.8072173061362,0,0,0,0,0,0,0,0,242.730458432675,19.8732985686356,0,3.7584737893042,0,561.880465100139,0,21.7668489808558,0,0,0,29.1351432824063,0,235.280551301685,0,65.4005293633258,0,0,0,100.693964837583,38.3159908649724,189.989018039618,42.0068641632952,562.781468797099,0,208.369051839333
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Atopobiaceae;D_5__Coriobacteriaceae UCG-002",9.5388479331652,0,18.8432669240619,5.15939611119898,2.09640348789737,0,23.6932621149491,4.3717262887126,0,6.28201482325902,0,87.9241385033149,100.5004619215,0,6.82089826754714,0,3.89853902035668,4.85203825891517,0,16.013580642727,11.440658150857,18.2419841262593,2.44129788823034,18.337535059052,0,0,87.3969577189605,0,0,1.78062911508743,0,32.3718461451402,15.0265246109007,74.1437824869761,2.92431189168118,0,14.5396671894272,4.50916871133234,28.7821130672212,14.00974399668,100.86946932891,46.4194502313103,47.4355146129908,5.68136022067273,2.07742543342628,736.627559021197,0,76.8081617774433,472.811015099505,3.06787809734217,2.94672660946017,165.097767731296,7.82270300875151,61.7687523000057,21.0063428994005,5.47107177856785,0,192.39532259871,0,198.423001674604,3.5808359172958,224.725849420674,0,243.818873428123,9.09255111069026,22.2753697502425,42.0660760548765,3.7252331167179,199.814446719228,0,48.4857672959962,0,247.303902133211,8.51277643813687,142.901612147676,0,10.1985027328643,422.061170259801,5.67808530532447,215.607570978426,0,0,125.305728722616,0,58.2789827551946,0,43.9887609982454,4.03471195485187,22.6606669974271,18.6481321406297,221.574888119062,5.64271541047893,480.067715539306,0,54.0598383148275,2.67062486818227,25.1734912093958,0,96.8213265009591,143.438072752715,328.417679051458,0,92.6084674841481
"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;__;__",101.458655289121,0,293.783661588783,23.2172825003954,93.289955211433,100.239507998224,244.040599783976,159.56800953801,43.6120855246147,140.560081670421,0,0,0,0,0,0,0,0,78.4481785170009,0,0,26.661361415302,13.8340213666386,0,0,0,26.2190873156881,0,78.131581888414,193.198258986986,332.873197972705,386.920637258581,235.415552237444,0,168.635319086948,224.235846146523,31.6451580005179,63.1283619586528,0,38.9159555463333,0,4.00167674407847,0,38.146275767374,0,0,6.69305342681032,52.7477737507743,0,19.1742381083886,0,3.03860922204838,49.1712760550095,0,0,54.7107177856785,271.086111101839,0,78.2424486908513,0,56.3981656974088,0,52.4615940710504,0,78.4232533297035,120.658252813813,0,254.557596309057,0,76.0799785332566,0,90.5721664769408,0,111.882204615513,0,139.85516290633,5.09925136643217,0,89.9030173343041,0,211.977921716757,131.280958923256,0,33.3500860097937,0,234.899442409634,19.4068063227553,221.909157516853,45.3213339948543,189.589343429736,0,116.616118483231,0,123.390084490688,0,145.994159460631,0,56.1967866019595,0,0,0,42.4346068345081,0
"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__Muribaculum",65.9047675382323,44.5146650942062,141.324501930464,32.2462256949936,23.0604383668711,55.3045561369509,97.1423746712915,43.717262887126,43.6120855246147,50.2561185860722,123.893493024297,5.49525865645718,14.1731420658525,50.0601038337973,33.1300772995147,85.4621559475427,44.1834422307091,56.283643803416,27.9404471430414,108.091669338407,58.6333730231422,47.7098046379088,48.8259577646068,62.733672570441,27.5535850850011,181.338269202869,75.7440300230991,45.7386469689341,17.4647065397631,32.0513240715737,69.959790760365,24.6642637296307,46.3317842169437,13.989392922071,39.9655958529762,135.349564791145,6.84219632443631,22.5458435566617,34.7783866228923,127.644334191973,27.790568080414,28.812072557365,45.5752983536578,38.9578986560416,22.8516797676891,85.6739008211654,34.4214176235959,42.5683788164143,14.6987880341815,26.0769638274085,69.248075322314,28.3603527391183,30.1732830337558,45.2970850200042,36.532770259827,46.5041101178267,141.953875745895,16.5733798493271,97.2103150401485,83.3376607033338,128.910093022649,47.0709549462222,41.2198239129682,78.5306187421869,43.1896177757788,51.9758627505658,6.76061936596229,185.019911463656,134.420627792935,65.3392756815027,13.7024994532163,107.554447691367,190.90125778704,111.882204615513,255.923796300837,30.3019519630382,49.9726633910353,13.5856599869035,49.2100726461454,176.406194436894,42.8466011980679,44.5417539203904,76.6200634227462,42.6570867567129,40.7250722867625,19.3953668044652,34.9322513809596,123.731166615457,49.6376515181738,132.867941501987,0,84.640731157184,0,117.986139184526,27.9018520334594,40.9495813121282,19.250316807185,61.3055853839558,0,99.3820932643814,43.9432105773077,30.4114682313974,75.9678834830902
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Christensenellaceae;D_5__Christensenellaceae R-7 group",49.4285756536742,0,58.2428250380094,34.8259237505931,16.771227903179,39.7501497234335,26.0625883264441,36.0667418818789,38.6278471789445,146.056844640772,257.832404401914,33.7565888896656,32.2116865133011,43.4732480661924,93.543747669218,113.94954126339,12.9951300678556,619.120081837576,270.807410771017,89.6760515992714,44.3325503345709,78.5808546977322,60.2186812430151,52.1172049046741,18.6970755933936,11.9127330133272,45.1550948214629,110.623704296957,3.67678032416066,81.9089392940217,46.2637325995962,33.9133626282422,96.4201995866125,0,202.752291156562,51.5136403309581,9.40801994609993,37.2006418684918,29.9813677783554,72.38367731618,80.2838633434181,168.870758600111,38.134433316326,31.6532926580338,49.8582104022307,28.5579669403885,60.2374808412929,77.7335613169305,39.1967680911506,29.1448419247506,41.2541725324424,46.5920080714086,6.70517400750129,13.3832296650012,43.8393243117924,53.3429498410365,24.7274493234785,7.20581732579437,14.225899761973,0,3.5808359172958,28.8499401283298,27.1676112153654,9.72283851093742,42.0530488869425,53.832143563086,153.240705628479,48.4280305173327,7.2659798806992,9.84564428077438,170.754223955465,14.7179770525029,0,34.0511057525475,0,20.9782744359495,65.2704174903318,3.62284266317426,58.6735481550195,0,118.767771742013,30.4759368928987,84.6013200292823,33.3500860097937,64.5983905238302,66.8062634376024,69.8645027619192,22.8633677441606,12.9489525699584,136.752969031285,0,75.2362054730525,5.56600249900645,61.2447134698303,24.4141205292769,84.5697874924386,11.8463488044215,77.4834481936108,45.6704370287543,71.7190363763577,13.1058698213023,83.4547267745325,8.68204382663888
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92324211466306,0,0,0,0,0,0,0,3.25506385097379,0,0,0,50.9815586693936,0,0,0,0,0,0,0,0,0,0,2.25458435566617,26.3836036449528,0,259.378635417197,0,6.51075690766541,0,0,0,0,13.880993092309,0,0,0,398.057808088338,0,26.7664593300025,0,0,0,258.688841996018,0,56.3521324755876,1.7904179586479,46.3117459954767,0,88.2534572531243,0,0,451.459137660371,0,33.6051569482338,0,107.511918786774,0,29.5029216579971,0,71.4508060738378,0,4.07940109314573,221.899113119423,0,63.960140673026,0,0,35.1175290687587,2.3267501867298,346.865270856219,0,414.01186821878,2.01735597742594,147.833875173691,0,360.91579714239,0,311.696139944361,0,38.3650465460066,410.386021410676,88.8476160331615,0,476.799362580195,377.037219807138,42.4013435395075,205.807843147364,50.6452556553935
"D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mollicutes RF39;D_4__uncultured Mollicutes bacterium;D_5__uncultured Mollicutes bacterium",0,0,0,190.897656114362,0,92.4623047914648,0,124.594199228309,0,0,0,0,0,0,76.9787090194606,0,100.062501522488,134.886663597842,428.778400387443,0,0,844.744188000621,853.640494917876,0,0,0,0,0,0,6.232201902806,159.102104793733,15.4151648310192,0,0,0,0,11.118569027209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.19860059151,71.0515121953119,334.151253317867,0,143.475366544311,0,0,864.626579566186,37.9453831012144,66.7969727767438,0,65.6699896656273,0,0,0,0,0,35.0749158529497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Escherichia-Shigella",0,0,0,0,0,11.2337379653182,0,13.1151788661378,0,17.2755407639623,0,0,0,0,0,0,9.09659104749892,0,0,0,0,4.20968864452137,0,0,12.7927359323219,1973.54276920787,0,0,591.042437108826,151.353474782431,100.426151252782,0,0,0,4.87385315280197,14.1409993065375,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60181714601326,0,0,0,0,0,0,0,0,0,0,4.47604489661975,22.7762685223656,9.36814179840186,0,0,0,0,0,2.7247424552622,0,35.837306262258,0,0,7.29666551840304,71.4508060738378,0,22.4367060123015,0,22.7123412212979,14.4426124100381,6.76525282074757,0,56.6669219064061,10.8581675380724,0,4.31008151210338,1098.42523786795,4.70716394732719,8.63263504663891,0,9.13710878841493,0,278.300124950322,0,322.615164136874,3.56083315757636,0,8.51466463666053,0,0,0,0,0
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Oscillibacter",3.46867197569643,0,124.194259272226,33.5360747227934,22.0122366229224,27.6522780684755,46.2018611241508,12.0222472939596,27.4133109011864,0,31.2524126547775,29.8314041350533,11.5962071447884,50.0601038337973,139.341207465606,56.9747706316951,74.072241386777,35.9050831159723,44.0599358794114,12.0101854820453,20.0211517639998,12.6290659335641,40.6882981371723,122.5719448684,15.7449057628578,15.8836440177695,18.9360075057748,249.967024132547,45.9597540520082,17.8062911508743,48.520500043479,26.2057802127326,30.0530492218013,32.1756037207632,107.224769361643,171.712134436527,76.119434109354,69.8921150256513,29.9813677783554,15.5663822185333,13.3806438905697,26.4110665109179,20.4623788526627,17.8557035506857,24.9291052011154,10.9192226536779,42.0706215399506,0,0,80.531800055232,0,52.6692265155053,23.4681090262545,52.5034394550049,11.8731503344438,0,79.6773367089863,53.3230482108783,23.7098329366216,12.6990721071747,44.7604489661975,14.4249700641649,32.7884962944065,22.4373196406248,0,36.197475844144,17.2771383796814,26.0766318170253,17.2567022166606,58.1788071136668,133.862879273729,160.76559549657,61.6090422858176,0,0,46.6183876354434,0,52.5312186160268,37.8539020354965,7.22130620501907,6.76525282074757,0,56.6669219064061,34.9012528009469,118.664434766601,53.8760189012923,0,117.67909868318,0,34.1882422578212,0,321.634778397299,37.5705168682935,81.0591795924225,61.0353013231924,89.020828939409,48.8661888182388,331.220454366095,69.4190642837065,48.1542101384116,0,29.7042247841556,20.2581022621574
"D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Erysipelatoclostridium",0,19.5864526414507,19.6997790569738,0,13.6266226713329,101.967775377503,4.73865242298983,0,219.306487209491,185.319437286141,468.786189821663,0,132.712148434801,0,0,52.7854492617175,61.0771113189213,0,23.6419168133427,148.125620945225,348.940073601139,47.7098046379088,4.06882981371723,13.5118679382488,0,506.952971567145,16.0227755818094,262.731297705273,121.333750697302,0,276.454011875636,249.72567026251,67.6193607490529,0,0,190.903490638256,67.5666887038086,0,7.1955282668053,0,0,0,12.0914056856643,0,37.393657801673,0,4.78075244772165,0,0,13.0384819137042,0,0,0,0,10.0465118214524,0,0,5.7646538606355,0,0,0,0,0,0,6.8194133330177,0,30.798377111606,114.240482246016,0,0,11.59442261426,49.8146915623174,0,25.5383293144106,0,5.43881189080173,109.123979241648,0,0,0,0,39.8531482445599,6.38500528522885,9.30700074691919,14.0431283747457,0,46.5763351746128,0,60.4284453264724,5.43903854101701,29.6956035623485,0,0,0,34.8773150418242,3.56083315757636,79.9628544298454,0,14.6145398492014,18.4420379253491,0,0,81.7559127008495
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__uncultured;D_5__uncultured bacterium",37.2882237387367,222.573325471031,23.9823397215333,92.8691300015817,20.9640348789737,21.6033422409965,11.8466310574746,25.1374261600974,6.23029793208782,13.3492814994254,34.600885439218,12.5605912147593,128.846746053204,18.4431961492938,3.89765615288408,20.1087425758924,133.849839698913,26.2010065981419,0,21.6183338676815,235.963574361426,9.82260683721652,100.906979380187,6.75593396912442,36.4100945766086,25.1491030281351,5.8264638479307,5.31844732196909,4.59597540520082,9.79346013298085,23.6960581607688,46.2454944930575,138.995352650831,3.49734823051774,49.7133021585801,73.7352106698027,29.0793343788543,107.092756894143,39.5754054674291,72.38367731618,6.17568179564755,117.649296275907,0,15.4208348846831,11.4258398838445,49.5564720436153,10.5176553849876,32.3889838820544,298.875356695024,0,19.1537229614911,32.4118317018494,212.330510237541,18.5306256900017,3.6532770259827,19.1487512249875,29.3066066056042,0,71.1294988098648,0,4.47604489661975,0,8.43132761856168,0,100.018062217593,52.9040031568259,0,45.9445417728541,0,4.47529285489744,0,6.79291248577056,0,19.4577747157414,0,20.9782744359495,90.7666743224926,0,20.8196461195231,0,11.2754213679126,39.8531482445599,14.3662618917649,8.53141735134259,34.4056645181269,6.46512226815507,45.2825480864291,11.4316838720803,270.848924588296,30.3032147285233,68.528315913112,186.209608545805,121.06055435339,19.8144661225922,33.133449289733,5.34124973636454,0,0,127.877223680512,48.1542101384116,14.6477368591026,21.9245468644958,17.3640876532778
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 9",27.7493758055715,0,71.9470191645999,88.9995829181825,0,0,111.358331940261,19.6727682992067,0,0,27.9039398703371,0,0,0,131.545895159838,0,0,27.171414249925,40.8360381321374,0,0,0,48.0121918018634,114.850877475115,0,78.0945830873669,45.1550948214629,120.196909476501,21.1414868639238,133.547183631557,91.3990814772511,67.8267252564843,0,10.4920446915532,101.376145578281,77.7754961859563,56.4481196765996,37.2006418684918,29.9813677783554,46.6991466556,57.6396967593771,16.8070423251296,0,13.7975891073481,51.935635835657,10.9192226536779,0,0,31.8473740740599,91.2693733959296,0,39.501919886629,0,29.8548969450028,24.6596199253833,61.5495575088883,43.0440784519811,19.4557067796448,0,0,126.224466084677,0,37.4725671936074,16.4540344031249,0,23.2035101565026,0,81.9551285677939,12.7154647912236,45.6479871199539,125.430571917903,216.241047463696,21.6933247485273,24.3222183946768,0,67.596662071393,0,12.6799493211099,22.7123412212979,35.0749158529497,28.5644007987119,124.24805040951,51.8781679424844,41.1059199655597,101.110524298169,34.480652096827,29.7571030282248,14.7939438344569,0,75.3695340683785,0,261.445814018857,0,103.575618368095,97.6564821171078,21.3649989454582,65.1549184243185,217.123948234843,0,0,23.8989390859042,65.7736405934875,0
"D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnoclostridium 5",18.2105278724063,0,19.6997790569738,141.883393057972,0,0,0,0,0,74.5989260262009,0,0,20.6154793685127,0,0,0,0,0,0,0,0,0,147.291639256564,0,0,46.3272950518278,0,19.1464103590887,1410.96444939665,0,94.7842326430752,0,0,0,0,0,163.357437245917,15.7820904896632,0,9.33982933112,0,9.60402418578833,54.8763796503227,65.7414539820701,0,0,0,0,0,32.2127200220928,0,35.4504409238978,8.94023201000173,7.20635443500067,25.5729391818789,106.685899682073,10.9899774771016,370.379010545831,0,0,32.2275232556622,47.0709549462222,21.5467261363243,25.4289622593748,52.282168886469,73.3230920945482,0,0,59.036086530681,30.4319914133026,310.941333746062,45.2860832384704,43.3866494970546,0,27.2812168645563,2.33091938177217,0,0,0,29.9168399922218,0,0,43.0987856752947,20.9407516805682,9.83018986232199,30.1705705847237,0,26.8980796990125,0,0,0,28.2135770523947,15.3065068722677,0,13.9509260167297,0,23.6926976088431,13.6234634186568,0,0,18.5024044536032,6.36519102517621,0
"D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Eggerthellaceae;__",52.0300796354465,0,133.615892734257,32.2462256949936,39.8316662700501,25.0598769995559,52.1251766528881,17.4869051548504,47.3502642838674,22.7723037343139,72.5502436628764,23.5511085276736,14.1731420658525,51.3774749873183,75.0298809430186,41.8932136997758,24.6907471289257,22.3193759910098,23.6419168133427,30.4258032211814,48.6227971411423,44.9033455415613,21.1579150313296,58.8731388737985,53.139056949645,35.7381990399815,8.73969577189605,48.9297153621156,34.9294130795263,24.0384930536803,57.54756981901,18.498197797223,43.8273634484602,13.2899232759674,56.5366965725029,56.56399722615,33.355707081627,33.8187653349925,21.5865848004159,49.8124230993067,17.4977650876681,136.857344647484,8.37097316699838,36.523029990039,33.2388069348205,31.0777875527757,39.2021700713176,15.7317921712836,19.5983840455753,7.66969524335543,25.0471761804114,34.437571183215,26.8206960300052,24.7075009200023,12.7864695909395,34.1941986160491,59.5290446676335,20.1762885122242,54.5326157542297,0,51.9221208007891,17.461805867147,29.978053754886,11.9665704749999,73.8769777743584,24.1316505627627,11.2676989432705,73.2629179621187,3.6329899403496,11.6357614227334,37.9453831012144,80.382797748285,13.0159948491164,36.4833275920152,10.392844519831,58.2729845443043,45.8932622978895,30.7941626369812,37.8539020354965,6.18969103287348,59.3838858710064,32.820239730814,39.9062830326803,44.2082535478661,30.1927260057032,40.9457743649821,121.615986289267,18.8286557893087,9.71171442746878,43.512308328136,38.8327123507635,90.2834465676629,43.1365193673,45.9335351023727,38.3650465460066,63.2047885469804,16.2887296060796,34.9101250103082,0,87.0874013141486,52.4234792852092,5.65794757793441,7.23503652219907
"D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus",24.280703829875,167.375140754215,38.5430459810357,34.8259237505931,55.5546924292804,32.8370802063146,71.0797863448474,41.5313997427697,44.8581451110323,14.1345333523328,312.524126547775,9.42044341106946,29.634751592237,110.659176895763,38.9765615288408,42.7310779737713,106.560066556416,60.1652744105481,38.6867729672881,36.8312354782722,134.42773327257,0,16.2753192548689,62.733672570441,234.205473222509,45.003658050347,26.2190873156881,109.560014832563,18.3839016208033,42.7350987620983,81.2436279797788,30.8303296620383,46.3317842169437,0,71.1582560309088,16.1611420646143,26.5135107571907,113.856509961142,29.9813677783554,13.2314248857533,7.20496209492214,20.0083837203923,0,0,6.23227630027884,16.7988040825815,8.60535440589898,0,0,11.5045428650331,7.36681652365042,2.02573948136559,34.6433990387567,18.5306256900017,13.6997888474351,0,10.9899774771016,0,26.0808162302838,8.73061207368259,0,6.07367160596416,18.7362835968037,4.48746392812496,18.1851022213805,0,18.7794982387841,13.6591880946323,0,4.47529285489744,0,4.52860832384704,0,23.1061074749429,5.19642225991548,6.21578501805912,35.6947595650252,6.33997466055496,42.5856397899335,0,0,21.0987255412376,5.58687962457524,34.1256694053704,15.4474412122203,17.2403260484135,54.3390577037149,10.0867798871297,138.122160746223,10.1010715761744,84.5182562928381,26.3326719155684,59.8345268643193,27.0197265308075,62.7791670752836,16.9139574984877,39.9814272149227,16.177862809655,23.7486272549522,17.4174802628297,0,15.5593558393196,7.95854017441898
"D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Lactococcus",10.4060159270893,10.6835196226095,55.6732886392737,24.5071315281952,25.1568418547685,0,0,0,0,50.2561185860722,12.2777335429483,0,28.346284131705,5.26948461408393,8.76972634398918,48.59612789174,45.4829552374946,70.8397585801615,0,28.8244451569087,0,5.61291819269516,0,33.7796698456221,35.42603796643,485.774779543452,0,55.3118521484785,33.0910229174459,0,6.77030233164823,217.35382411737,75.1326230545033,0,12.6720181972851,34.3424268873054,98.356572163772,27.055012267994,0,19.4579777731667,0,4.80201209289416,0,4.8697373320052,2.07742543342628,0,27.7283641967856,0,0,0,0,0,21.2330510237541,0,0,0,12.8216403899518,69.175846327626,0,97.6241168239054,6.26646285526765,199.671954046072,0,129.388543260936,18.1851022213805,0,193.804421824252,12.417443722393,107.173203240313,7.16046856783591,192.889030764507,0,10.4127958792931,24.3222183946768,114.321289718141,11.6545969088609,15.2977540992965,247.259011761643,5.67808530532447,34.0433006808042,9.77203185219093,0,0,18.6140014938384,0,0,0,9.41432789465437,0,0,0,0,0,0,6.97546300836484,5.34124973636454,0,0,0,0,0,1.4144868944836,0
"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;__",20.8120318541786,7.122346415073,112.203089411459,9.02894319459822,50.3136837095369,19.0109411720769,30.8012407494339,0,54.8266218023728,23.5575555872213,53.5755645510472,26.6912563313635,18.0385444474486,7.9042269211259,14.6162105733153,7.54077846595965,9.09659104749892,11.6448918213964,50.5077313739595,11.2095064499089,4.29024680657138,47.7098046379088,107.417107082135,30.8842695731402,8.8565094916075,14.5600070162888,0,38.2928207181774,22.060681944964,11.5740892480683,173.771093178971,49.3285274592613,13.7743142266589,4.89628752272484,20.4701832417683,54.5438544680732,38.4873543249543,29.3095966236602,4.79701884453686,19.4579777731667,9.26352269347132,114.447954880644,25.1129195009951,103.887729749444,89.3292936373301,0,24.8599127281526,17.5825912502581,0,36.8145371681061,20.6270862662212,4.05147896273118,6.70517400750129,17.5011464850016,20.0930236429049,15.0454473910616,35.7174268005801,37.4702500941307,9.48393317464864,6.34953605358734,136.966973836564,10.6289253104373,15.9258410572832,16.4540344031249,5.68284444418142,37.1256162504041,5.25825950685956,50.9115192618113,0,33.1171671262411,59.0261514907779,64.5326686148203,13.0159948491164,20.6738856354753,16.8883723447253,67.596662071393,35.6947595650252,16.3027919842842,17.0342559159734,0,0,0,26.338146801569,31.023335823064,81.450144573525,31.2480909627495,18.1130192345716,47.7440914657472,0,39.6272807988382,11.4213859855187,41.3799130101789,22.2640099960258,27.0197265308075,0,60.5341636787982,0,97.06717685793,10.960904886901,27.6630568880237,14.6477368591026,35.3621723620901,15.193576696618
"D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria;D_3__Methanobacteriales;D_4__Methanobacteriaceae;D_5__Methanosphaera",3.46867197569643,0,0,0,0,0,0,0,0,0,0,505.563796394061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.928695691446,0,0,0,0,0,291.091347486573,0,0,14.8817300746638,0,0,0,0,769.00701731392,0,0,0,180.290813841537,0,79.2698987850073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.191016397186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.832828161715,318.395543305756,0,0
