X151.2	X151.3	X151.4	X151.5	X152.2	X152.3	X152.4	X152.5	X153.2	X153.3	X154.2	X154.3	X154.4	X154.5	X156.2	X156.3	X156.4	X156.5	X157.2	X157.3	X157.4	X158.2	X158.3	X158.4	X158.5	X159.2	X159.3	X160.2	X160.3	X160.4	X160.5	X161.2	X161.3	X161.4	X161.5	X163.2	X163.3	X163.4	X163.5	X164.2	X164.4	X164.5	X165.2	X165.3	X165.5	X166.2	X166.3	X166.4	X166.5	X167.3.1	X167.3.2	X167.4	X167.5	X168.2	X168.3	X168.4	X168.5	X169.3	X169.4	X169.5	X170.2	X170.3	X170.4	X170.5	X171.2	X171.3	X171.5	X172.2	X172.3	X172.4	X172.5	X173.2	X173.3	X173.4	X173.5	X174.2	X174.3	X174.5	X175.2	X175.3	X175.4	X175.5	X176.3.1	X176.3.2	X176.4	X177.3	X177.4	X178.4	X179.3	X179.4	X179.5	X180.2	X180.3	X180.4	X180.5	X181.2	X181.3	X181.4	X182.2	X182.3	X182.4	X182.5	CMV002	CMV003	CMV004	CMV005	CMV006	CMV007	CMV008	CMV009	CMV016.1	CMV016.2	CMV017.1	CMV017.2	CMV018.1	CMV018.2	CMV020.1	CMV020.2	CMV021.1	CMV022.2	CMV023.1	CMV024.2	CMV025.1	CMV025.2	CMV026.1	CMV026.2	CMV027.1	CMV027.2	CMV028	CMV030	CMV031	CMV035.1	CMV038.1	CMV039.1	CMV039.2	CMV040.1	CMV040.2	CMV041.1	CMV041.2	CMV042.1	CMV042.2	CMV043.1	CMV043.2	CMV044.1	CMV044.2	CMV047	CMV048	CMV050	CMV051.1	CMV051.2	CMV051	CMV052.1	CMV052.2	CMV053.1	CMV053.2	CMV053	CMV054.2	CMV055.1	CMV056	CMV057	CMV058.1	CMV059.1	CMV060.1	CMV061	CMV062	CMV066.1	CMV067.1	CMV067.2	CMV068	CMV070.1	CMV072.1	CMV074	CMV075.2	CMV076.1	CMV076.2	CMV077.1	CMV077.2	CMV079.2	CMV080.1	CMV080.2	CMV081.1	CMV081.2	CMV082.2	CMV083.1	CMV083.2	CMV084.1	CMV085.1	CMV085.2	CMV088.1	CMV088.2	CMV089.1	CMV089.2	CMV090.1	CMV090.2	CMV091.1	CMV092.1	CMV093.1	CMV094.1	CMV094.2	CMV095.1	CMV096.1	CMV097.1	CMV097.2	CMV098.1
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.45648	0.38719	0	2.67677	0.00107	1.91707	0.39962	1.65547	0.33803	0	0.79695	0.32226	75.91159	1.2422	0.61288	0	0	0.79723	0	0	0	0	0	0	0.091	0	0	0	0	0	0.10216	0.36238	0	0	0.07758	0.14124	0	0	1.55196	0	0	0.42764	0	0	0	0	0	0.00047	2.46576	0.01344	0	0	0.01548	0	0.45509	0	0.32929	0	4.64001	3.02452	0.02207	0.24637	0.42973	1.56375	0.5595	0	0.99653	0	0	0	0	0	0	0	0.02764	1.59523	0.22632	2.2809	0	0	0	0.91009	0.00332	0	0	0.01395	0	0.02377	0	0	0	0.59687	0.57204	0.08641	4.76924	0	0	0	0.15101	5e-04	0.53205	0.05315	0.20685	0.00051	0.02753	0	0	0	0	0.30917	0.28213	1.33441	0.05907	0.06642	0.54712	0.80488	2.07799	0.11104	0.49872	0.22952	0.1984	0.02088	0.53751	0.0159	0.06661	0	0.1404	0.14948	1.03593	0.22532	0	0.07245	0.11518	0.0346	0.02977	1.21934	1.30938	0.11327	0.37992	0.03324	0.13636	0.00889	0.96193	0.09934	0.06277	0	0	0	0.78018	0.05491	0.03159	0.29753	0	1.48955	0.06453	0.14517	0.16443	0.68594	0	0.50736	2.13699	2.86571	0.03271	0.3408	0	0.07132	9.53533	0.02283	0.27893	0.25918	0.03411	0	0.60496	0.36187	0	0.04419	0	0.66344	0.00469	1.59158	0.69919	0.53066	5e-05	0.0573	0.75409	0.31061	0.02109	0.65139	0.0206	3e-04	0.00523	0.3985	0	2.32467	0.01039	2.40729	0.06176	0.37335	0.04044	0.00672	0.02935	1.37132	0	0.0585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195	0.45648	0.38719	0	2.67677	0.00107	1.91707	0.39962	1.65547	0.33803	0	0.79695	0.32226	75.91159	1.2422	0.61288	0	0	0.79723	0	0	0	0	0	0	0.091	0	0	0	0	0	0.10216	0.36238	0	0	0.07758	0.14124	0	0	1.55196	0	0	0.42764	0	0	0	0	0	0.00047	2.46576	0.01344	0	0	0.01548	0	0.45509	0	0.32929	0	4.64001	3.02452	0.02207	0.24637	0.42973	1.56375	0.5595	0	0.99653	0	0	0	0	0	0	0	0.02764	1.59523	0.22632	2.2809	0	0	0	0.91009	0.00332	0	0	0.01395	0	0.02377	0	0	0	0.59687	0.57204	0.08641	4.76924	0	0	0	0.15101	5e-04	0.53205	0.05315	0.20685	0.00051	0.02753	0	0	0	0	0.30917	0.28213	1.33441	0.05907	0.06642	0.54712	0.80488	2.07799	0.11104	0.49872	0.22952	0.1984	0.02088	0.53751	0.0159	0.06661	0	0.1404	0.14948	1.03593	0.22532	0	0.07245	0.11518	0.0346	0.02977	1.21934	1.30938	0.11327	0.37992	0.03324	0.13636	0.00889	0.96193	0.09934	0.06277	0	0	0	0.78018	0.05491	0.03159	0.29753	0	1.48955	0.06453	0.14517	0.16443	0.68594	0	0.50736	2.13699	2.86571	0.03271	0.3408	0	0.07132	9.53533	0.02283	0.27893	0.25918	0.03411	0	0.60496	0.36187	0	0.04419	0	0.66344	0.00469	1.59158	0.69919	0.53066	5e-05	0.0573	0.75409	0.31061	0.02109	0.65139	0.0206	3e-04	0.00523	0.3985	0	2.32467	0.01039	2.40729	0.06176	0.37335	0.04044	0.00672	0.02935	1.37132	0	0.0585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0.04158	0	0.06807	0	0.01967	0	0	0	0	0.00979	0	0	0	0	0.92234	0.0092	0.07708	0	0	0	0.02802	0	0	0.00535	0	0	0.16594	0.00585	0	0	0	0	0.00529	0.11914	0	0	0	0.02995	0	0	0.01563	0	0	0	0	0	0	1e-04	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03751	0	0.05776	0	0.01591	0	0.00586	0	0	0	0	0	0	0	0.00158	0	0	0.00443	0.00394	0.00076	0	0	0	0	0.02871	0.01393	0	0	0	0	0	0	0	0.16921	0	0	0	0	0	0	2e-05	0	0	0	0.1086	0	0	0	0	0	0	0	0.01893	0	0	0	0	0	0	0.15318	0.02549	0	0	0	0	0	0.14404	0	0	0	0	0	0	0	0.10639	0	0	0	0	0	0	0.03025	0	0	0	0	0	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07764	0	0	0	0.00915	0	0	0	0	0.02056	0	0	0	0	0	0.00068	0	0	0	0	2.97442	0	0.0262	0.08266	0	0.00771	0	0	0	0	0	0.14712	0	0.01261	0	0.02481	0.05297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.01803	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.01803	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__GCF_000242235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.01803	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	0	0	0.0202	0	0	0	0.00194	0	0.29524	0	0	0	0	0.36003	0	0	0.02613	0	0	0	0	0	0	0	0	0	0.93079	0	0.01765	0.02847	0	0	0	0.01171	0.11256	0	0	0	0	0	0.02221	0	0	0	0	0	0	0.00261	0	0	0	0.0097	0	0	0	0.01858	1.27661	0	4e-04	0	0	0	0.087	0	0	0.02274	0.00038	0	0	0	0	0	0	0.00681	0.01028	0	0.01666	0.02425	0.11516	0.32544	0.01331	0	0	0.00128	0	0	1.48732	0	0.00083	0	0	0	0.00067	0.09251	0	0	0	0.03302	0	0.00304	0	0	0.00847	0	0	0	0.03604	0	0	0.00255	0.01858	0	0	0	0	0	0	0	0.00886	0	0	0	0.02951	0	0	0	0	0	0.02904	0	0	0.01773	0	0	0	0	0	0	0	0.0042	0	0	0	0.01336	0	0	0	0	0.0098	0	0	0	0	0	0.0202	0	0.00056	0	0.0106	0	0	0	0.02363	0	0	0.80736	0	0	0	0.00823	0.01371	0	0.01081	0.00728	0	0	0.01594	0	0	0	0	0.00479	0	0.06006	0	0	1.39089	0.01657	0	0.00299	0	0	0.03033	0	0	0	0.02112	0.22059	0	0	0.00112	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0.0202	0	0	0	0.00194	0	0.29524	0	0	0	0	0.36003	0	0	0.02613	0	0	0	0	0	0	0	0	0	0.93079	0	0.01765	0.02847	0	0	0	0.01171	0.11256	0	0	0	0	0	0.02221	0	0	0	0	0	0	0.00261	0	0	0	0.0097	0	0	0	0.01858	1.27661	0	4e-04	0	0	0	0.087	0	0	0.02274	0.00038	0	0	0	0	0	0	0.00681	0.01028	0	0.01666	0.02425	0.11516	0.32544	0.01331	0	0	0.00128	0	0	1.48732	0	0.00083	0	0	0	0.00067	0.09251	0	0	0	0.03302	0	0.00304	0	0	0.00847	0	0	0	0.03604	0	0	0.00255	0.01858	0	0	0	0	0	0	0	0.00886	0	0	0	0.02951	0	0	0	0	0	0.02904	0	0	0.01773	0	0	0	0	0	0	0	0.0042	0	0	0	0.01336	0	0	0	0	0.0098	0	0	0	0	0	0.0202	0	0.00056	0	0.0106	0	0	0	0.02363	0	0	0.80736	0	0	0	0.00823	0.01371	0	0.01081	0.00728	0	0	0.01594	0	0	0	0	0.00479	0	0.06006	0	0	1.39089	0.01657	0	0.00299	0	0	0.03033	0	0	0	0.02112	0.22059	0	0	0.00112	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0	0	0	0.0202	0	0	0	0.00194	0	0.29524	0	0	0	0	0.36003	0	0	0.02613	0	0	0	0	0	0	0	0	0	0.93079	0	0.01765	0.02847	0	0	0	0.01171	0.11256	0	0	0	0	0	0.02221	0	0	0	0	0	0	0.00261	0	0	0	0.0097	0	0	0	0.01858	1.27661	0	4e-04	0	0	0	0.087	0	0	0.02274	0.00038	0	0	0	0	0	0	0.00681	0.01028	0	0.01666	0.02425	0.11516	0.32544	0.01331	0	0	0.00128	0	0	1.48732	0	0.00083	0	0	0	0.00067	0.09251	0	0	0	0.03302	0	0.00304	0	0	0.00847	0	0	0	0.03604	0	0	0.00255	0.01858	0	0	0	0	0	0	0	0.00886	0	0	0	0.02951	0	0	0	0	0	0.02904	0	0	0.01773	0	0	0	0	0	0	0	0.0042	0	0	0	0.01336	0	0	0	0	0.0098	0	0	0	0	0	0.0202	0	0.00056	0	0.0106	0	0	0	0.02363	0	0	0.80736	0	0	0	0.00823	0.01371	0	0.01081	0.00728	0	0	0.01594	0	0	0	0	0.00479	0	0.06006	0	0	1.39089	0.01657	0	0.00299	0	0	0.03033	0	0	0	0.02112	0.22059	0	0	0.00112	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	8.61175	2.34141	0	0.05145	0	2.03471	0	0	3.12369	0	0	0	0.23693	0.27211	0	0.00835	0.84686	0	0	0.29261	0.22135	0	0	0	0.48118	0.00412	0.11961	0.0321	1.76866	0	0	0.82203	0	0	0.03877	0.00365	0.01961	0.20889	0.0158	0	0	0	0.01926	0	0.00428	0.46118	0	0.05238	0.05684	0.02706	0.0891	6.09101	0.05868	0.02288	0.02335	0	0.01465	0	1.12571	0.05829	0.42519	0.80034	0	0.01744	0.12126	0.05072	0.00331	0.0596	0	0.03349	0.04176	0.12468	0	2.5994	0	0.00628	0	0.09771	0.83165	0.08666	0.02065	0	0.04427	0	0	0	0.20837	0	0.4824	0.10354	0.01739	0.13552	0.24969	0.01663	0.1346	0	0.4236	0	0.00021	0	0	0	0	0.04617	0	0	0	0.05453	0	10.25066	0.12728	0.1455	0.16367	0	3.36866	0.20626	1.73426	2.68989	13.22826	0.27954	0.86174	0	26.7852	0	3.07748	0.16089	4.83514	0.60514	0.86194	1.09042	0	18.0543	0.24389	0.71741	0.0246	2.98209	0.47571	0.01452	0.40257	0.98813	0.01345	4.68227	0.05855	2.06248	0.06244	0	0	0	0	0.41914	0.14495	1.30005	0.28981	6.48931	1.85728	0.0724	0.12943	0.11033	0	1.17892	2.31645	0.87941	0.05441	2.33933	0.08844	0.04805	0	0	9.08427	1.17894	0.11205	0	0.82283	1.69829	1.67769	0.10287	0.61178	0.40539	0.00511	0.24585	0.34166	0.27965	0.33771	0.04116	1.0518	0	0	4.65999	0.02482	0.04875	0.01517	0.36636	0.04546	1.36476	0	0.05193	0.62365	0.40855	0.08709	0.07406	0.01653	0.05561	0	0.19264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	8.57867	2.34141	0	0.05145	0	2.03471	0	0	3.12369	0	0	0	0.23693	0.27211	0	0.00835	0.84686	0	0	0.29261	0.22135	0	0	0	0.48118	0.00412	0.11961	0.0321	1.76866	0	0	0.82203	0	0	0.03877	0.00365	0.01961	0.20889	0.0158	0	0	0	0.01926	0	0.00428	0.44361	0	0.05238	0.05684	0.02706	0.0891	6.09101	0.05868	0.02288	0.02335	0	0.01465	0	1.12571	0.05829	0.42519	0.80034	0	0.01744	0.12126	0.05072	0.00331	0.0596	0	0.03349	0.04176	0.12468	0	2.5994	0	0.00628	0	0.09771	0.83165	0.08666	0.02065	0	0.04427	0	0	0	0.20837	0	0.4824	0.10354	0.01739	0.13552	0.24969	0.01663	0.1346	0	0.4236	0	0.00021	0	0	0	0	0.04263	0	0	0	0.05453	0	10.25066	0.12728	0.1455	0.16367	0	3.36866	0.20626	1.73426	2.68989	13.22826	0.27954	0.86174	0	26.7852	0	3.07748	0.16089	4.83514	0.60514	0.86194	0	0	18.0543	0.24389	0.71741	0.0246	2.98209	0.47571	0.01452	0	0.98813	0.01345	4.68227	0.03856	2.03818	0.06244	0	0	0	0	0.41788	0.14495	1.30005	0.28981	6.48931	1.85728	0	0.12943	0.11033	0	1.17892	2.31645	0.87941	0.03665	0	0	0	0	0	0.20844	1.17894	0.11205	0	0.82283	1.69829	1.67769	0.10287	0.61178	0	0	0.24585	0.34166	0.27965	0.31509	0.04116	1.0518	0	0	4.65999	0.02482	0.04875	0.01517	0.36636	0.04546	1.36476	0	0.05193	0.62365	0.40855	0.08709	0.07406	0.01653	0.05561	0	0.19264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	8.57433	2.34141	0	0.01662	0	2.03471	0	0	3.12369	0	0	0	0.23693	0	0	0.00107	0	0	0	0.04017	0.19164	0	0	0	0.06267	0.00412	0.11961	0.0321	1.76866	0	0	0.24598	0	0	0	0.00365	0	0	0	0	0	0	0.01926	0	0.00428	0.44361	0	0.05238	0.05684	0	0.01891	6.09101	0.02522	0.02288	0	0	0	0	1.12571	0	0.42519	0.80034	0	0	0	0.05072	0.00331	0.0596	0	0.01018	0	0	0	2.5994	0	0.00628	0	0.03768	0.83165	0.08666	0.02065	0	0.04427	0	0	0	0.14022	0	0.23505	0.00929	0.00915	0.13552	0.24969	0	0.00061	0	0	0	0.00021	0	0	0	0	0	0	0	0	0.00653	0	0	0.08154	0.11422	0.16367	0	3.36866	0.07877	0.86089	2.68989	13.22826	0.27954	0.86174	0	26.7852	0	1.71626	0.13029	4.83514	0.3329	0.44667	0	0	18.0543	0.24389	0.41538	0.0246	1.75032	0.03153	0.01452	0	0.92531	0.0048	4.68227	0	1.92325	0.00061	0	0	0	0	0.2726	0.05613	1.30005	0	4.4859	1.85728	0	0.10771	0.04682	0	0.3796	1.01396	0.19124	0.00675	0	0	0	0	0	0.18161	1.10584	0.03691	0	0	1.69829	1.67769	0.07091	0.29391	0	0	0.24585	0.34166	0.27965	0.31509	0.00582	1.0518	0	0	4.65999	0	0.03363	0	0	5e-04	1.3426	0	0.05193	0.00237	0.40855	0.08709	0.07406	0.01653	0.03321	0	0.19264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445	8.57433	2.34141	0	0.01662	0	2.03471	0	0	3.12369	0	0	0	0.23693	0	0	0.00107	0	0	0	0.04017	0.19164	0	0	0	0.06267	0.00412	0.11961	0.0321	1.76866	0	0	0.24598	0	0	0	0.00365	0	0	0	0	0	0	0.01926	0	0.00428	0.44361	0	0.05238	0.05684	0	0.01891	6.09101	0.02522	0.02288	0	0	0	0	1.12571	0	0.42519	0.80034	0	0	0	0.05072	0.00331	0.0596	0	0.01018	0	0	0	2.5994	0	0.00628	0	0.03768	0.83165	0.08666	0.02065	0	0.04427	0	0	0	0.14022	0	0.23505	0.00929	0.00915	0.13552	0.24969	0	0.00061	0	0	0	0.00021	0	0	0	0	0	0	0	0	0.00653	0	0	0.08154	0.11422	0.16367	0	3.36866	0.07877	0.86089	2.68989	13.22826	0.27954	0.86174	0	26.7852	0	1.71626	0.13029	4.83514	0.3329	0.44667	0	0	18.0543	0.24389	0.41538	0.0246	1.75032	0.03153	0.01452	0	0.92531	0.0048	4.68227	0	1.92325	0.00061	0	0	0	0	0.2726	0.05613	1.30005	0	4.4859	1.85728	0	0.10771	0.04682	0	0.3796	1.01396	0.19124	0.00675	0	0	0	0	0	0.18161	1.10584	0.03691	0	0	1.69829	1.67769	0.07091	0.29391	0	0	0.24585	0.34166	0.27965	0.31509	0.00582	1.0518	0	0	4.65999	0	0.03363	0	0	5e-04	1.3426	0	0.05193	0.00237	0.40855	0.08709	0.07406	0.01653	0.03321	0	0.19264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bifermentans|t__Clostridium_bifermentans_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile|t__Clostridium_difficile_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum|t__GCF_000373865	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02216	0	0	0	0	0	0	0	0	0	0
